# ground truth trajectory
# timestamp tx ty tz qx qy qz qw
1548429836.61764 -0.374462 -1.59015 1.56575 0.185716 0.053001 -0.117916 -0.974062
1548429836.65117 -0.375005 -1.59125 1.5637 0.185371 0.0511197 -0.116208 -0.974433
1548429836.68446 -0.375653 -1.59247 1.5616 0.18561 0.050505 -0.116067 -0.974437
1548429836.71778 -0.376625 -1.59348 1.55927 0.185475 0.0533802 -0.113411 -0.974622
1548429836.75105 -0.376898 -1.59537 1.55719 0.183889 0.0499719 -0.114669 -0.974956
1548429836.78453 -0.377378 -1.59705 1.55507 0.184473 0.0491463 -0.111898 -0.975209
1548429836.81788 -0.377811 -1.59868 1.55323 0.182086 0.0486716 -0.110668 -0.975822
1548429836.85072 -0.378717 -1.59959 1.55128 0.18279 0.0516631 -0.10805 -0.97583
1548429836.88427 -0.379057 -1.6008 1.54951 0.183781 0.0491752 -0.110433 -0.975505
1548429836.91766 -0.379645 -1.60179 1.54789 0.180904 0.0500578 -0.111194 -0.975912
1548429836.95105 -0.380404 -1.60229 1.54606 0.179256 0.0550615 -0.111056 -0.975962
1548429836.98431 -0.381024 -1.60298 1.54436 0.179185 0.0557514 -0.109428 -0.97612
1548429837.01737 -0.381383 -1.60389 1.54302 0.176831 0.0529374 -0.110996 -0.976529
1548429837.05098 -0.38209 -1.60445 1.54132 0.175723 0.0546032 -0.114658 -0.976214
1548429837.08414 -0.382464 -1.60488 1.53983 0.174732 0.0540503 -0.114805 -0.976405
1548429837.11763 -0.383289 -1.60482 1.53787 0.176759 0.0577092 -0.112007 -0.976156
1548429837.15098 -0.383281 -1.60529 1.5368 0.172625 0.0552265 -0.116282 -0.976539
1548429837.18451 -0.383401 -1.60499 1.53535 0.173965 0.0583322 -0.115551 -0.976208
1548429837.21791 -0.382908 -1.60508 1.53456 0.173166 0.0569781 -0.113661 -0.976652
1548429837.25118 -0.382676 -1.60502 1.53394 0.171814 0.0553302 -0.114154 -0.976927
1548429837.28464 -0.382587 -1.60477 1.53354 0.17184 0.0513082 -0.119343 -0.976522
1548429837.31784 -0.382586 -1.60441 1.5331 0.171173 0.0499859 -0.119994 -0.976628
1548429837.35088 -0.382704 -1.60422 1.53261 0.172609 0.0502039 -0.118143 -0.97659
1548429837.38434 -0.382948 -1.60376 1.53189 0.17247 0.0515681 -0.11666 -0.976722
1548429837.41771 -0.383175 -1.60366 1.53141 0.172338 0.0509803 -0.116439 -0.976802
1548429837.45109 -0.383353 -1.60378 1.53083 0.172402 0.0494472 -0.11429 -0.977123
1548429837.48439 -0.383473 -1.60378 1.53004 0.173961 0.0488505 -0.113519 -0.976967
1548429837.51789 -0.383345 -1.604 1.52975 0.171967 0.0451593 -0.116968 -0.977091
1548429837.55111 -0.383384 -1.6037 1.52914 0.172114 0.0458732 -0.115239 -0.977237
1548429837.58454 -0.38324 -1.60352 1.52865 0.171803 0.0461228 -0.114092 -0.977415
1548429837.61771 -0.383108 -1.60341 1.52846 0.171139 0.0455508 -0.115461 -0.977397
1548429837.65097 -0.382956 -1.60362 1.52845 0.171066 0.041703 -0.11813 -0.977263
1548429837.68386 -0.383146 -1.60363 1.5282 0.17071 0.0435185 -0.113993 -0.977737
1548429837.71723 -0.383501 -1.60382 1.52803 0.171268 0.0436698 -0.114115 -0.977619
1548429837.75094 -0.383784 -1.60422 1.52783 0.170805 0.0425793 -0.114279 -0.977728
1548429837.78408 -0.384104 -1.60476 1.52756 0.169654 0.0423749 -0.112033 -0.978198
1548429837.81777 -0.384434 -1.6055 1.5274 0.169938 0.0402014 -0.113744 -0.978042
1548429837.85087 -0.384788 -1.60603 1.52729 0.169454 0.0401487 -0.113667 -0.978138
1548429837.88435 -0.385082 -1.60651 1.52718 0.170036 0.0398725 -0.112568 -0.978175
1548429837.91762 -0.385301 -1.60701 1.52731 0.169036 0.0394435 -0.111908 -0.978441
1548429837.95113 -0.385487 -1.60733 1.52742 0.167736 0.0402031 -0.111725 -0.978655
1548429837.98387 -0.385709 -1.60737 1.52733 0.169126 0.040435 -0.11249 -0.978319
1548429838.01767 -0.385797 -1.60749 1.52727 0.169178 0.0401141 -0.111688 -0.978415
1548429838.05104 -0.386028 -1.60755 1.52721 0.169083 0.040437 -0.112001 -0.978382
1548429838.08456 -0.386359 -1.60762 1.52716 0.169038 0.0404098 -0.11134 -0.978466
1548429838.11761 -0.386636 -1.60772 1.52702 0.16885 0.0402898 -0.110838 -0.978561
1548429838.15121 -0.387027 -1.60777 1.52678 0.170487 0.0399183 -0.110431 -0.978338
1548429838.18455 -0.387361 -1.60809 1.52666 0.169553 0.0407465 -0.107857 -0.978753
1548429838.21780 -0.387957 -1.60855 1.52654 0.170293 0.0410117 -0.107273 -0.978678
1548429838.25103 -0.388814 -1.60934 1.52645 0.170717 0.0400191 -0.109678 -0.978379
1548429838.28453 -0.389251 -1.60997 1.52626 0.169002 0.0428373 -0.105341 -0.979033
1548429838.31786 -0.389684 -1.61058 1.52601 0.170506 0.043467 -0.104423 -0.978843
1548429838.35144 -0.390038 -1.611 1.52585 0.172041 0.0440905 -0.104526 -0.978536
1548429838.38434 -0.390182 -1.6114 1.52585 0.171913 0.0438204 -0.10392 -0.978635
1548429838.41794 -0.390029 -1.61166 1.52592 0.170992 0.0433275 -0.103749 -0.978836
1548429838.45107 -0.389665 -1.61197 1.52628 0.169159 0.0397755 -0.108023 -0.978843
1548429838.48415 -0.389671 -1.61192 1.5264 0.169301 0.0398278 -0.108102 -0.978808
1548429838.51767 -0.389945 -1.61166 1.52652 0.170417 0.0416498 -0.106294 -0.978737
1548429838.55092 -0.390436 -1.61208 1.52705 0.168382 0.0410437 -0.107577 -0.978974
1548429838.58415 -0.390995 -1.61268 1.52723 0.168086 0.0409105 -0.106179 -0.979183
1548429838.61765 -0.391696 -1.61311 1.52688 0.169953 0.0442893 -0.10201 -0.979157
1548429838.65071 -0.392026 -1.61408 1.52674 0.168714 0.0433621 -0.100454 -0.979574
1548429838.68417 -0.392294 -1.61523 1.52664 0.168215 0.0396689 -0.102064 -0.97965
1548429838.71761 -0.392536 -1.61614 1.52634 0.168266 0.0390228 -0.100431 -0.979835
1548429838.75108 -0.392288 -1.61656 1.52591 0.168858 0.0391905 -0.0971968 -0.980053
1548429838.78412 -0.391838 -1.61692 1.52574 0.167433 0.0379351 -0.0969844 -0.980368
1548429838.81763 -0.391278 -1.61687 1.52553 0.167999 0.0371657 -0.0976461 -0.980235
1548429838.85085 -0.390501 -1.61661 1.52528 0.169573 0.0362315 -0.0994533 -0.979817
1548429838.88440 -0.389655 -1.61634 1.5252 0.168898 0.0367372 -0.098705 -0.97999
1548429838.91781 -0.388682 -1.61639 1.52544 0.168732 0.0332969 -0.101106 -0.979897
1548429838.95125 -0.38818 -1.616 1.52549 0.169922 0.0347996 -0.100715 -0.97968
1548429838.98431 -0.387741 -1.61599 1.52576 0.169083 0.034887 -0.101134 -0.979778
1548429839.01779 -0.387638 -1.61604 1.52608 0.169587 0.0356558 -0.100014 -0.979779
1548429839.05105 -0.387986 -1.61597 1.52635 0.170931 0.0380727 -0.0993923 -0.979517
